GeneID	Method	xFPKM	o12Ortho	o3ProtHomology	o3Species	o4GenomHomol	o5KaKs	g1GenoMap	gGenoCov	p12Complete	p3CDS	p4CodePot	tClass	t1aOneExon
Funhe2EKm034347t1	gmodel	0	noor	26%	catfish	43	0.292	okay	100	complete	19	Unknown	CodingOld	0
Funhe2EKm034353t1	rnasm	2	upar	0	na	0	NA	part	73	partial	100	Noncode	NoncodeNew	0
Funhe2EKm034354t1	gmodel	0.2	noor	74%	tilapia	5	NA	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm034355t1	rnasm	10	orlog	95%	catfish	87	0.299	okay	86	complete	65	Code	CodingOld	0
Funhe2EKm034357t1	rnasm	5	orlog	100%	mayzebr	95	0.284	okay	94	complete	89	Code	CodingOld	0
Funhe2EKm034358t1	v1mix	2	orlog	7%	mayzebr	84	0.120	okay	100	complete	51	Code	CodingOld	0
Funhe2EKm034359t1	rnasm	10	orlog	100%	platyfish	99	0.259	okay	100	complete	50	Code	CodingOld	0
Funhe2EKm034360t1	v1mix	100	inpar	87%	mayzebr	71	NA	okay	100	partial	16	Code	CodingOld	0
Funhe2EKm034361t1	v1mix	7	upar	15%	platyfish	36	NA	split	100	partial	99	Noncode	NoncodeOld	0
Funhe2EKm034362t1	rnasm	10	orlog	100%	mayzebr	100	0.091	split	89	complete	67	Code	CodingOld	0
Funhe2EKm034364t1	rnasm	2	orlog	100%	platyfish	98	0.177	okay	100	complete	52	Code	CodingOld	0
Funhe2EKm034365t1	rnasm	7	orlog	100%	tilapia	98	0.097	okay	86	complete	88	Code	CodingOld	0
Funhe2EKm034369t1	gmodel	40	upar	29%	platyfish	53	0.353	okay	100	complete	58	Code	Transposon	0
Funhe2EKm034370t1	rnasm	0.2	inpar	15%	mayzebr	79	NA	part	79	complete	71	Code	Transposon	0
Funhe2EKm034373t1	v1mix	0.04	noor	7%	zfish	76	0.151	okay	100	complete	43	Code	Transposon	1
Funhe2EKm034375t1	rnasm	7	upar	0	na	0	NA	okay	100	partial	99	Noncode	NoncodeNew	1
Funhe2EKm034376t1	rnasm	0.3	noor	0	na	0	NA	okay	83	partial	99	Noncode	NoncodeNew	0
Funhe2EKm034377t1	rnasm	2	inpar	66%	tilapia	100	NA	split	99	partial	84	Code	CodingOld	0
Funhe2EKm034378t1	gmodel	0.1	noor	23%	UniProt	28	0.290	okay	100	complete	55	Noncode	CodingOld	0
Funhe2EKm034386t1	gmodel	0.1	upar	95%	zfish	63	0.180	okay	100	complete	84	Code	Transposon	0
Funhe2EKm034388t1	v1mix	1	upar	20%	catfish	54	0.090	okay	100	complete	37	Code	Transposon	0
Funhe2EKm034389t1	rnasm	10	orlog	100%	mayzebr	91	0.089	split	100	complete	44	Code	CodingOld	0
Funhe2EKm034391t1	rnasm	20	orlog	90%	platyfish	100	0.058	okay	100	partial	96	Code	CodingOld	0
Funhe2EKm034392t1	rnasm	50	orlog	100%	platyfish	100	0.087	split	99	complete	37	Code	CodingOld	0
Funhe2EKm034393t1	rnasm	2	orlog	86%	mayzebr	100	0.117	part	65	complete	36	Code	CodingOld	0
Funhe2EKm034394t1	rnasm	8	noor	0	na	100	NA	okay	96	complete	50	Noncode	NoncodeOld	0
Funhe2EKm034395t1	gmodel	60	inpar	60%	tilapia	57	NA	okay	100	complete	50	Unknown	Transposon	0
Funhe2EKm034396t1	gmodel	0.1	noor	30%	tilapia	37	0.104	okay	100	complete	28	Unknown	Transposon	0
Funhe2EKm034397t1	rnasm	30	orlog	100%	platyfish	100	0.033	okay	100	complete	85	Code	CodingOld	0
Funhe2EKm034398t1	rnasm	1000	noor	0	na	98	NA	okay	90	complete	47	Noncode	NoncodeOld	0
Funhe2EKm034399t1	v1mix	20	orlog	100%	platyfish	100	0.033	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm034400t1	rnasm	3	upar	0	na	0	NA	okay	99	complete	52	Code	CodingNew	1
Funhe2EKm034401t1	rnasm	9	orlog	81%	mayzebr	100	4.549	okay	90	complete	39	Code	CodingOld	0
Funhe2EKm034402t1	gmodel	2	orlog	91%	platyfish	87	0.060	okay	100	complete	82	Code	CodingOld	0
Funhe2EKm034403t1	gmodel	0.6	orlog	14%	platyfish	100	0.049	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm034404t1	rnasm	10	orlog	99%	platyfish	100	0.259	okay	97	complete	64	Code	CodingOld	0
Funhe2EKm034405t1	rnasm	3	orlog	100%	mayzebr	95	0.054	okay	100	complete	95	Code	CodingOld	0
Funhe2EKm034406t1	gmodel	0.4	upar	7%	medaka	59	0.179	okay	100	complete	29	Code	Transposon	1
Funhe2EKm034407t1	v1mix	10	inpar	92%	medaka	29	NA	okay	100	complete	11	Code	CodingOld	0
Funhe2EKm034408t1	rnasm	10	orlog	100%	mayzebr	100	0.089	part	68	complete	89	Code	CodingOld	0
Funhe2EKm034409t1	rnasm	50	orlog	100%	platyfish	100	0.081	part	77	complete	80	Code	CodingOld	0
Funhe2EKm034410t1	rnasm	10	orlog	100%	platyfish	100	0.073	okay	100	complete	48	Code	CodingOld	0
Funhe2EKm034412t1	rnasm	8	orlog	100%	platyfish	100	0.055	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm034413t1	gmodel	0.6	orlog	100%	platyfish	100	0.030	okay	100	complete	59	Code	CodingOld	0
Funhe2EKm034414t1	rnasm	3	orlog	81%	platyfish	98	0.111	okay	95	complete	95	Code	CodingOld	0
Funhe2EKm034415t1	rnasm	9	orlog	95%	mayzebr	100	0.184	okay	90	complete	66	Code	CodingOld	0
Funhe2EKm034416t1	rnasm	10	orlog	100%	platyfish	100	0.199	okay	96	complete	36	Code	CodingOld	0
Funhe2EKm034417t1	rnasm	3	orlog	100%	platyfish	100	0.153	okay	90	complete	63	Code	CodingOld	0
Funhe2EKm034418t1	rnasm	7	orlog	100%	platyfish	100	0.084	okay	95	complete	68	Code	CodingOld	0
Funhe2EKm034419t1	rnasm	40	orlog	99%	platyfish	100	0.027	split	99	partial	75	Code	CodingOld	0
Funhe2EKm034420t1	rnasm	20	orlog	100%	tilapia	97	0.017	okay	99	complete	71	Code	CodingOld	0
Funhe2EKm034421t1	rnasm	100	orlog	88%	platyfish	94	0.105	part	44	complete	83	Code	CodingOld	0
Funhe2EKm034422t1	rnasm	1	orlog	95%	mayzebr	100	0.366	okay	100	complete	81	Code	CodingOld	0
Funhe2EKm034423t1	rnasm	7	orlog	73%	mayzebr	100	0.153	split	100	partial	74	Code	CodingOld	0
Funhe2EKm034424t1	v1mix	4	orlog	100%	platyfish	98	0.068	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm034425t1	rnasm	2	orlog	100%	platyfish	100	0.069	okay	80	complete	93	Code	CodingOld	0
Funhe2EKm034426t1	rnasm	30	orlog	100%	medaka	100	0.139	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm034427t1	rnasm	7	orlog	100%	mayzebr	95	0.109	okay	89	complete	89	Code	CodingOld	0
Funhe2EKm034428t1	rnasm	20	orlog	100%	stickleback	85	0.078	okay	94	complete	78	Code	CodingOld	0
Funhe2EKm034429t1	rnasm	10	orlog	92%	tilapia	99	0.140	split	99	partial	41	Code	CodingOld	0
Funhe2EKm034431t1	rnasm	300	orlog	100%	mayzebr	100	0.248	okay	100	partial	55	Code	CodingOld	0
Funhe2EKm034432t1	rnasm	70	orlog	100%	tilapia	100	0.011	okay	86	complete	85	Code	CodingOld	0
Funhe2EKm034433t1	rnasm	200	orlog	97%	platyfish	100	0.022	okay	83	complete	72	Code	CodingOld	0
Funhe2EKm034434t1	gmodel	10	orlog	100%	platyfish	100	0.070	okay	100	complete	49	Code	CodingOld	0
Funhe2EKm034435t1	rnasm	10	orlog	100%	mayzebr	100	0.016	okay	93	complete	92	Code	CodingOld	0
Funhe2EKm034436t1	rnasm	0.6	noor	0	na	15	NA	okay	86	partial	46	Noncode	NoncodeNew	0
Funhe2EKm034439t1	gmodel	0.1	noor	56%	catfish	45	NA	okay	100	complete	17	Code	Transposon	0
Funhe2EKm034443t1	rnasm	30	noor	0	na	55	NA	okay	85	partial	67	Code	CodingOld	0
Funhe2EKm034444t1	v1mix	60	orlog	100%	platyfish	80	0.079	okay	100	complete	64	Code	CodingOld	0
Funhe2EKm034445t1	rnasm	0.4	noor	0	na	64	NA	okay	100	partial	99	Noncode	NoncodeOld	1
Funhe2EKm034446t1	rnasm	2	orlog	100%	mayzebr	79	0.129	part	71	complete	17	Code	CodingOld	0
Funhe2EKm034447t1	rnasm	3	noor	24%	mayzebr	0	NA	okay	91	partial	83	Code	CodingOld	1
Funhe2EKm034448t1	rnasm	5	orlog	100%	mayzebr	97	0.317	okay	96	complete	32	Code	CodingOld	0
Funhe2EKm034449t1	rnasm	10	orlog	100%	platyfish	100	0.010	okay	100	complete	72	Code	CodingOld	0
Funhe2EKm034450t1	rnasm	0.7	orlog	83%	platyfish	100	0.029	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm034451t1	rnasm	5	orlog	100%	platyfish	100	0.012	okay	100	complete	77	Code	CodingOld	0
Funhe2EKm034452t1	rnasm	3	noor	0	na	60	NA	split	92	complete	61	Code	CodingOld	0
Funhe2EKm034453t1	rnasm	3	orlog	100%	mayzebr	100	0.048	part	60	complete	98	Code	CodingOld	0
Funhe2EKm034454t1	rnasm	20	orlog	100%	platyfish	100	0.047	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm034456t1	rnasm	1	orlog	100%	tilapia	94	0.038	okay	92	complete	67	Code	CodingOld	0
Funhe2EKm034457t1	rnasm	8	orlog	98%	platyfish	100	0.127	okay	100	complete	52	Code	CodingOld	0
Funhe2EKm034459t1	rnasm	20	orlog	100%	platyfish	100	0.067	okay	93	complete	73	Code	CodingOld	0
Funhe2EKm034460t1	rnasm	20	orlog	100%	platyfish	100	0.028	okay	99	complete	94	Code	CodingOld	0
Funhe2EKm034461t1	rnasm	10	orlog	83%	mayzebr	100	0.145	okay	90	complete	78	Code	CodingOld	0
Funhe2EKm034462t1	gmodel	10	noor	35%	mayzebr	59	0.048	okay	100	complete	16	Unknown	CodingOld	0
Funhe2EKm034463t1	rnasm	10	orlog	100%	mayzebr	100	0.040	okay	82	complete	66	Code	CodingOld	0
Funhe2EKm034465t1	rnasm	10	orlog	100%	platyfish	100	0.090	part	66	complete	45	Code	CodingOld	0
Funhe2EKm034466t1	rnasm	6	orlog	93%	platyfish	83	0.368	split	99	partial	64	Code	CodingOld	0
Funhe2EKm034468t1	rnasm	30	orlog	100%	platyfish	100	0.197	okay	89	complete	91	Code	CodingOld	0
Funhe2EKm034469t1	rnasm	30	inpar	100%	platyfish	100	NA	okay	91	complete	77	Code	CodingOld	0
Funhe2EKm034470t1	v1mix	20	inpar	100%	platyfish	100	NA	okay	100	partial	38	Noncode	CodingOld	1
Funhe2EKm034471t1	rnasm	80	orlog	100%	platyfish	100	0.099	okay	90	complete	26	Code	CodingOld	0
Funhe2EKm034472t1	rnasm	6	orlog	97%	platyfish	97	0.071	okay	90	complete	86	Code	CodingOld	0
Funhe2EKm034473t1	rnasm	20	orlog	100%	platyfish	100	0.125	okay	99	complete	83	Code	CodingOld	0
Funhe2EKm034474t1	rnasm	40	orlog	100%	platyfish	100	0.077	okay	100	complete	36	Code	CodingOld	0
Funhe2EKm034475t1	rnasm	10	orlog	100%	mayzebr	96	0.123	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm034476t1	rnasm	10	orlog	100%	mayzebr	100	0.047	okay	100	complete	52	Code	CodingOld	0
Funhe2EKm034477t1	v1mix	20	orlog	100%	platyfish	100	0.025	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm034478t1	rnasm	6	orlog	100%	platyfish	100	0.009	okay	100	complete	98	Code	CodingOld	0
Funhe2EKm034479t1	rnasm	100	orlog	98%	platyfish	100	0.230	okay	95	complete	87	Code	CodingOld	0
Funhe2EKm034480t1	rnasm	4	orlog	97%	platyfish	98	0.054	split	100	partial	54	Code	CodingOld	0
Funhe2EKm034481t1	rnasm	6	orlog	100%	platyfish	100	0.055	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm034482t1	rnasm	200	noor	0	na	70	NA	okay	85	complete	71	Code	CodingOld	0
Funhe2EKm034483t1	rnasm	9	noor	94%	mayzebr	52	2.215	okay	100	complete	33	Code	CodingOld	0
Funhe2EKm034485t1	v1mix	0.3	orlog	97%	platyfish	100	0.249	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm034486t1	rnasm	0.4	orlog	55%	mayzebr	88	0.478	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034487t1	rnasm	0.5	noor	16%	mayzebr	98	0.295	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034488t1	v1mix	1	noor	23%	mayzebr	95	0.377	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm034489t1	rnasm	7	orlog	100%	platyfish	85	0.379	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm034490t1	gmodel	10	noor	8%	zfish	93	0.152	okay	100	complete	79	Code	CodingOld	0
Funhe2EKm034491t1	rnasm	3	orlog	100%	platyfish	100	0.090	okay	96	complete	35	Code	CodingOld	0
Funhe2EKm034492t1	v1mix	5	noor	19%	mayzebr	97	0.061	okay	100	complete	47	Code	CodingOld	0
Funhe2EKm034493t1	rnasm	5	orlog	100%	mayzebr	98	0.114	okay	100	complete	40	Code	CodingOld	0
Funhe2EKm034494t1	rnasm	8	orlog	100%	platyfish	98	0.089	okay	95	partial	92	Code	CodingOld	0
Funhe2EKm034495t1	v1mix	0.2	noor	0	na	70	NA	okay	100	partial	41	Noncode	NoncodeOld	0
Funhe2EKm034496t1	rnasm	20	orlog	100%	platyfish	93	0.214	okay	96	partial	54	Code	CodingOld	0
Funhe2EKm034497t1	rnasm	9	orlog	100%	mayzebr	59	0.552	okay	96	complete	96	Code	CodingOld	0
Funhe2EKm034498t1	rnasm	2	orlog	88%	mayzebr	86	0.179	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm034499t1	rnasm	10	orlog	91%	tilapia	100	0.197	okay	92	complete	47	Code	CodingOld	0
Funhe2EKm034500t1	rnasm	10	orlog	100%	platyfish	100	0.037	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm034501t1	rnasm	60	orlog	99%	medaka	100	0.099	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm034502t1	rnasm	3	orlog	100%	mayzebr	100	0.036	okay	90	complete	88	Code	CodingOld	0
Funhe2EKm034503t1	rnasm	7	orlog	100%	platyfish	100	0.035	okay	97	complete	58	Code	CodingOld	0
Funhe2EKm034504t1	v1mix	2	orlog	100%	platyfish	48	0.250	okay	100	complete	42	Code	CodingOld	0
Funhe2EKm034506t1	rnasm	500	inpar	100%	platyfish	100	NA	okay	82	complete	87	Code	CodingOld	0
Funhe2EKm034507t1	rnasm	0.6	orlog	59%	mayzebr	95	0.192	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034508t1	rnasm	10	orlog	88%	mayzebr	100	0.067	okay	91	complete	41	Code	CodingOld	0
Funhe2EKm034509t1	gmodel	4	orlog	100%	mayzebr	73	0.086	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm034510t1	rnasm	2	orlog	85%	tetraodon	92	0.307	okay	90	complete	94	Code	CodingOld	0
Funhe2EKm034511t1	rnasm	0.3	noor	23%	platyfish	79	NA	okay	100	partial	52	Code	CodingOld	1
Funhe2EKm034512t1	rnasm	30	orlog	100%	mayzebr	96	0.058	okay	99	complete	99	Code	CodingOld	0
Funhe2EKm034513t1	rnasm	20	orlog	100%	platyfish	99	0.146	part	63	complete	71	Code	CodingOld	0
Funhe2EKm034514t1	v1mix	30	orlog	4%	catfish	100	0.328	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm034515t1	rnasm	30	orlog	99%	platyfish	100	0.062	okay	80	complete	57	Code	CodingOld	0
Funhe2EKm034516t1	rnasm	80	orlog	100%	platyfish	100	0.073	okay	95	complete	59	Code	CodingOld	0
Funhe2EKm034517t1	gmodel	0.1	orlog	89%	mayzebr	56	0.029	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm034518t1	rnasm	3	orlog	100%	mayzebr	100	0.129	okay	100	partial	27	Code	CodingOld	0
Funhe2EKm034519t1	rnasm	7000	orlog	98%	platyfish	100	0.120	okay	86	complete	85	Code	CodingOld	0
Funhe2EKm034520t1	rnasm	0.1	noor	0	na	0	NA	part	11	complete	28	Noncode	Transposon	1
Funhe2EKm034521t1	rnasm	0.5	orlog	74%	mayzebr	100	0.266	okay	100	partial	75	Code	CodingOld	1
Funhe2EKm034522t1	rnasm	0.4	noor	14%	mayzebr	99	0.128	okay	93	partial	99	Code	CodingOld	0
Funhe2EKm034523t1	gmodel	60	inpar	59%	tilapia	82	NA	okay	100	complete	55	Unknown	Transposon	0
Funhe2EKm034524t1	v1mix	20	orlog	100%	platyfish	99	0.010	okay	100	complete	51	Code	CodingOld	0
Funhe2EKm034525t1	rnasm	3	orlog	100%	platyfish	100	0.016	split	99	complete	60	Code	CodingOld	0
Funhe2EKm034527t1	rnasm	10	orlog	99%	platyfish	100	0.044	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm034528t1	rnasm	2	orlog	100%	platyfish	89	0.187	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm034529t1	rnasm	10	orlog	100%	platyfish	100	0.074	okay	99	complete	82	Code	CodingOld	0
Funhe2EKm034530t1	gmodel	8	orlog	100%	mayzebr	100	0.235	okay	100	complete	81	Code	CodingOld	0
Funhe2EKm034531t1	rnasm	30	orlog	98%	tilapia	93	0.073	okay	100	complete	73	Code	CodingOld	0
Funhe2EKm034534t1	rnasm	30	orlog	100%	tilapia	97	0.068	okay	95	complete	84	Code	CodingOld	0
Funhe2EKm034535t1	rnasm	20	noor	57%	medaka	100	NA	okay	100	complete	78	Code	CodingOld	1
Funhe2EKm034536t1	v1mix	0.01	orlog	100%	tilapia	88	0.157	okay	100	complete	85	Code	CodingOld	0
Funhe2EKm034537t1	rnasm	0.6	orlog	100%	mayzebr	100	0.140	okay	100	complete	25	Code	CodingOld	0
Funhe2EKm034538t1	rnasm	0.9	orlog	97%	platyfish	83	0.076	okay	85	partial	35	Code	CodingOld	0
Funhe2EKm034539t1	rnasm	20	orlog	100%	platyfish	95	0.192	okay	100	complete	79	Code	CodingOld	0
Funhe2EKm034540t1	gmodel	4	noor	39%	platyfish	72	0.048	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm034541t1	rnasm	5	orlog	100%	platyfish	100	0.034	okay	96	complete	62	Code	CodingOld	0
Funhe2EKm034542t1	rnasm	90	orlog	97%	medaka	88	0.067	okay	82	complete	70	Code	CodingOld	0
Funhe2EKm034544t1	rnasm	1	orlog	100%	platyfish	100	0.185	okay	89	complete	77	Code	CodingOld	0
Funhe2EKm034545t1	rnasm	80	orlog	100%	platyfish	100	0.035	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm034546t1	rnasm	20	orlog	100%	platyfish	91	0.112	okay	93	complete	58	Code	CodingOld	0
Funhe2EKm034547t1	rnasm	1000	orlog	94%	mayzebr	100	0.015	okay	100	complete	91	Code	CodingOld	0
Funhe2EKm034548t1	rnasm	200	orlog	100%	platyfish	90	0.055	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm034549t1	rnasm	50	orlog	100%	platyfish	100	0.035	okay	93	complete	76	Code	CodingOld	0
Funhe2EKm034550t1	rnasm	5	orlog	98%	platyfish	100	0.008	okay	100	complete	45	Code	CodingOld	0
Funhe2EKm034552t1	rnasm	20	orlog	83%	tilapia	92	4.820	okay	99	complete	72	Code	CodingOld	0
Funhe2EKm034553t1	rnasm	7	orlog	100%	platyfish	99	0.206	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm034554t1	rnasm	20	orlog	100%	mayzebr	100	0.353	okay	92	complete	74	Code	CodingOld	0
Funhe2EKm034555t1	rnasm	8	orlog	100%	platyfish	88	0.141	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm034556t1	rnasm	10	orlog	100%	mayzebr	100	0.046	okay	96	complete	62	Code	CodingOld	0
Funhe2EKm034557t1	rnasm	4	orlog	100%	platyfish	78	0.171	okay	93	complete	87	Code	CodingOld	0
Funhe2EKm034558t1	gmodel	30	noor	59%	tilapia	77	NA	okay	100	complete	65	Code	Transposon	0
Funhe2EKm034559t1	rnasm	6	orlog	100%	mayzebr	100	0.048	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm034560t1	rnasm	90	orlog	77%	tilapia	99	0.289	okay	85	partial	99	Code	CodingOld	0
Funhe2EKm034561t1	rnasm	5	orlog	16%	mayzebr	76	0.052	okay	82	complete	67	Code	CodingOld	0
Funhe2EKm034563t1	rnasm	10	orlog	100%	tilapia	100	0.156	okay	90	complete	74	Code	CodingOld	0
Funhe2EKm034564t1	gmodel	0.07	inpar	95%	medaka	50	NA	okay	100	complete	44	Unknown	Transposon	0
Funhe2EKm034566t1	gmodel	1	noor	75%	catfish	34	0.394	okay	100	complete	85	Code	CodingOld	0
Funhe2EKm034567t1	rnasm	3	orlog	100%	mayzebr	95	0.265	okay	89	complete	55	Code	CodingOld	0
Funhe2EKm034568t1	rnasm	2	orlog	100%	platyfish	100	0.185	okay	92	complete	72	Code	CodingOld	0
Funhe2EKm034570t1	rnasm	30	orlog	100%	platyfish	96	0.047	okay	95	complete	41	Code	CodingOld	0
Funhe2EKm034571t1	rnasm	2	orlog	99%	mayzebr	92	0.271	part	30	complete	99	Code	CodingOld	0
Funhe2EKm034572t1	rnasm	20	inpar	99%	mayzebr	100	NA	split	99	complete	79	Code	CodingOld	0
Funhe2EKm034574t1	rnasm	10	orlog	100%	platyfish	97	0.023	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm034575t1	rnasm	20	orlog	100%	platyfish	100	0.038	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm034576t1	rnasm	40	orlog	100%	platyfish	98	0.023	okay	100	complete	46	Code	CodingOld	0
Funhe2EKm034578t1	rnasm	30	orlog	100%	tilapia	97	0.221	okay	99	complete	86	Code	CodingOld	0
Funhe2EKm034579t1	rnasm	4	orlog	97%	mayzebr	95	0.036	okay	97	complete	58	Code	CodingOld	0
Funhe2EKm034580t1	rnasm	20	orlog	100%	platyfish	100	0.070	okay	84	complete	70	Code	CodingOld	0
Funhe2EKm034581t1	rnasm	100	orlog	100%	mayzebr	100	0.093	okay	93	complete	68	Code	CodingOld	0
Funhe2EKm034582t1	rnasm	30	orlog	100%	tetraodon	100	0.521	okay	100	complete	78	Code	CodingOld	0
Funhe2EKm034583t1	rnasm	0.8	orlog	99%	tilapia	100	0.175	part	10	partial	99	Code	CodingOld	1
Funhe2EKm034584t1	rnasm	100	orlog	100%	platyfish	100	0.016	okay	100	complete	72	Code	CodingOld	0
Funhe2EKm034585t1	rnasm	40	orlog	100%	platyfish	100	0.011	part	73	partial	99	Code	CodingOld	0
Funhe2EKm034586t1	rnasm	9	orlog	82%	mayzebr	70	NA	okay	84	complete	64	Code	CodingOld	0
Funhe2EKm034587t1	rnasm	20	orlog	85%	mayzebr	100	0.348	okay	95	complete	84	Code	CodingOld	0
Funhe2EKm034588t1	gmodel	5	inpar	50%	catfish	0	NA	okay	100	complete	64	Code	CodingOld	0
Funhe2EKm034589t1	rnasm	5	orlog	100%	platyfish	96	0.566	okay	100	complete	87	Code	CodingOld	0
Funhe2EKm034590t1	rnasm	7	orlog	100%	platyfish	66	0.174	okay	100	complete	50	Code	CodingOld	0
Funhe2EKm034591t1	gmodel	0.8	orlog	100%	mayzebr	83	0.500	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm034592t1	rnasm	2	orlog	100%	platyfish	89	0.133	okay	86	complete	84	Code	CodingOld	0
Funhe2EKm034593t1	v1mix	20	orlog	100%	mayzebr	98	0.029	okay	100	complete	43	Code	CodingOld	0
Funhe2EKm034594t1	rnasm	20	orlog	100%	platyfish	100	0.053	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm034595t1	rnasm	2	orlog	100%	platyfish	100	0.088	okay	100	complete	79	Code	CodingOld	0
Funhe2EKm034596t1	rnasm	20	orlog	79%	mayzebr	90	0.106	okay	91	complete	76	Code	CodingOld	0
Funhe2EKm034597t1	rnasm	20	orlog	100%	stickleback	90	0.235	okay	87	complete	60	Code	CodingOld	0
Funhe2EKm034598t1	rnasm	7	orlog	100%	tilapia	100	0.135	okay	100	complete	52	Code	CodingOld	0
Funhe2EKm034599t1	rnasm	10	orlog	100%	platyfish	100	0.102	part	79	complete	77	Code	CodingOld	0
Funhe2EKm034601t1	rnasm	4	orlog	100%	mayzebr	100	0.103	okay	99	complete	85	Code	CodingOld	0
Funhe2EKm034602t1	rnasm	9	orlog	100%	platyfish	100	0.125	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm034604t1	gmodel	0.2	inpar	89%	mayzebr	27	NA	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm034605t1	gmodel	0.3	inpar	67%	mayzebr	28	NA	okay	100	complete	60	Noncode	CodingOld	0
Funhe2EKm034606t1	gmodel	10	inpar	90%	mayzebr	57	NA	okay	100	complete	89	Code	Transposon	0
Funhe2EKm034607t1	gmodel	6	inpar	47%	mayzebr	45	NA	okay	100	complete	67	Noncode	CodingOld	0
Funhe2EKm034608t1	gmodel	5	inpar	99%	mayzebr	63	NA	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm034609t1	gmodel	0.1	noor	43%	mayzebr	54	0.267	okay	100	complete	45	Noncode	CodingOld	0
Funhe2EKm034610t1	rnasm	2	inpar	100%	medaka	71	NA	part	54	complete	30	Code	CodingOld	0
Funhe2EKm034611t1	v1mix	0.6	orlog	82%	mayzebr	75	0.210	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm034612t1	rnasm	0.7	noor	26%	platyfish	92	0.197	part	68	partial	58	Code	CodingOld	0
Funhe2EKm034613t1	rnasm	80	orlog	100%	platyfish	100	0.036	part	62	complete	22	Code	CodingOld	0
Funhe2EKm034614t1	rnasm	70	inpar	72%	platyfish	89	NA	part	22	complete	23	Code	CodingOld	1
Funhe2EKm034615t1	rnasm	20	orlog	99%	platyfish	100	0.209	okay	100	complete	77	Code	CodingOld	0
Funhe2EKm034616t1	rnasm	0.4	upar	23%	mayzebr	52	0.233	okay	82	partial	93	Code	Transposon	0
Funhe2EKm034617t1	gmodel	0.4	orlog	93%	platyfish	80	0.585	okay	100	complete	97	Code	Transposon	0
Funhe2EKm034618t1	rnasm	7	orlog	100%	platyfish	100	0.029	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm034619t1	rnasm	6	orlog	100%	mayzebr	100	0.107	okay	83	complete	31	Code	CodingOld	0
Funhe2EKm034620t1	rnasm	9	orlog	100%	platyfish	82	0.085	okay	95	complete	67	Code	CodingOld	0
Funhe2EKm034621t1	rnasm	0.3	noor	0	na	22	NA	okay	100	partial	62	Noncode	NoncodeOld	0
Funhe2EKm034622t1	rnasm	3	noor	64%	tilapia	97	0.191	part	77	complete	44	Code	CodingOld	0
Funhe2EKm034623t1	rnasm	2	orlog	100%	platyfish	100	0.061	okay	90	complete	69	Code	CodingOld	0
Funhe2EKm034624t1	rnasm	20	orlog	96%	platyfish	98	0.059	part	79	complete	43	Code	CodingOld	0
Funhe2EKm034625t1	rnasm	30	orlog	97%	tilapia	100	0.270	okay	100	complete	53	Code	CodingOld	0
Funhe2EKm034626t1	gmodel	2	orlog	100%	mayzebr	96	0.233	okay	100	complete	73	Code	CodingOld	0
Funhe2EKm034627t1	rnasm	30	orlog	100%	mayzebr	100	0.039	okay	96	complete	69	Code	CodingOld	0
Funhe2EKm034628t1	rnasm	9	orlog	100%	tilapia	100	0.066	okay	100	complete	53	Code	CodingOld	0
